"","tracts","est","ci_l","ci_h","p","pFDR"
"128","smt_mc_diff_CINGL",-0.118791030203231,-0.29795333597643,0.0603712755699684,0.0773606554698479,0.999339937233234
"129","awf_CINGL",-0.103487674724063,-0.276742714529199,0.0697673650810742,0.218125857633098,0.999339937233234
"130","radEAD_CINGL",0.168693411618366,-0.00579285569585039,0.343179678932582,0.248222120789587,0.999339937233234
"131","v_intra_CINGR",0.00572286689137745,-0.170847929826589,0.182293663609344,0.94632924037356,0.999339937233234
"132","v_extra_CINGR",0.0417802616306007,-0.13704636197768,0.220606885238882,0.638223264084022,0.999339937233234
"133","v_csf_CINGR",-0.0291197973021617,-0.208752529598848,0.150512934994525,0.672624689024616,0.999339937233234
"134","micro_Rd_CINGR",-0.035438665579512,-0.203641079143886,0.132763747984862,0.636297347988145,0.999339937233234
"135","micro_FA_CINGR",0.00873968388820356,-0.168524474273602,0.186003842050009,0.906775150557353,0.999339937233234
"136","micro_Ax_CINGR",-0.0126618669735011,-0.192611426320853,0.167287692373851,0.866901475808363,0.999339937233234
"137","micro_ADC_CINGR",-0.0457634363376385,-0.221787288050552,0.130260415375275,0.587565958346066,0.999339937233234
"138","Dax_intra_CINGR",-0.00177240766726478,-0.181698430591524,0.178153615256995,0.981641156264506,0.999339937233234
"139","Dax_extra_CINGR",-0.00100987573364884,-0.180881062800088,0.178861311332791,0.989855357361348,0.999339937233234
"140","mk_CINGR",0.0767716211636313,-0.0987934072525095,0.252336649579772,0.593457455085264,0.999339937233234
"141","rk_CINGR",-0.054351847093439,-0.22651788844844,0.117814194261562,0.578428092612288,0.999339937233234
"142","ak_CINGR",0.142989411359715,-0.0363268368256458,0.322305659545075,0.413470215382517,0.999339937233234
"143","FA_CINGR",-0.168054230543328,-0.337772455658572,0.00166399457191671,0.0209068954818271,0.999339937233234
"144","MD_CINGR",-0.108127895180836,-0.279000169189026,0.062744378827354,0.28995938296169,0.999339937233234
"145","RD_CINGR",-0.0225716971675762,-0.190438331981618,0.145294937646466,0.798123626956196,0.999339937233234
"146","AD_CINGR",-0.230627416547216,-0.407105660416676,-0.0541491726777553,0.0461435221562323,0.999339937233234
"147","smt_fa_CINGR",0.0342922984484747,-0.140579579904222,0.209164176801171,0.570343340222404,0.999339937233234
"148","smt_long_CINGR",-0.0996759266403932,-0.278841839318775,0.0794899860379883,0.337419583726165,0.999339937233234
"149","smt_md_CINGR",-0.0985595596463544,-0.274247169891141,0.0771280505984319,0.367010217516733,0.999339937233234
"150","smt_trans_CINGR",-0.0389576559922316,-0.208031837038276,0.130116525053812,0.648160663404247,0.999339937233234
"151","smt_mc_intra_CINGR",-0.00429386294627764,-0.178327818120929,0.169740092228374,0.966329808450153,0.999339937233234
"152","smt_mc_extramd_CINGR",-0.132506719723045,-0.308360754835465,0.0433473153893757,0.251060811095246,0.999339937233234
"153","smt_mc_extratrans_CINGR",-0.0734395979212611,-0.245168731377497,0.0982895355349743,0.514775568477784,0.999339937233234
"154","smt_mc_diff_CINGR",-0.153140689516181,-0.332714815566262,0.0264334365339003,0.0968738381610866,0.999339937233234
"155","awf_CINGR",-0.0354721801246472,-0.208432967755761,0.137488607506466,0.759071037230293,0.999339937233234
"156","radEAD_CINGR",-0.03883171061711,-0.217246074926404,0.139582653692184,0.358331546641103,0.999339937233234
"157","v_intra_CGL",-0.0318078458568925,-0.20728455313398,0.143668861420194,0.681190234613501,0.999339937233234
"158","v_extra_CGL",0.0761210868244892,-0.0997488268487469,0.251991000497725,0.326613911948002,0.999339937233234
"159","v_csf_CGL",-0.0271572536341248,-0.206850861568511,0.152536354300261,0.662490505054444,0.999339937233234
"160","micro_Rd_CGL",0.0795269087464963,-0.0858220330309199,0.244875850523913,0.280867217792035,0.999339937233234
"161","micro_FA_CGL",-0.0201284518234205,-0.196996345806689,0.156739442159848,0.780726775871127,0.999339937233234
"162","micro_Ax_CGL",0.0212037990621319,-0.15871628785071,0.201123885974973,0.75825032692119,0.999339937233234
"163","micro_ADC_CGL",0.0579915974585315,-0.115140646455561,0.231123841372624,0.456357204876063,0.999339937233234
"164","Dax_intra_CGL",0.0289505014535666,-0.150758383900066,0.208659386807199,0.683784222477509,0.999339937233234
"165","Dax_extra_CGL",0.0297029147303007,-0.149800407002663,0.209206236463265,0.68266672427148,0.999339937233234
"166","mk_CGL",-0.0227474059253604,-0.194047766676308,0.148552954825587,0.780599802906556,0.999339937233234
"167","rk_CGL",-0.153548968087438,-0.3199826565258,0.0128847203509243,0.035270883771441,0.999339937233234
"168","ak_CGL",0.0949732277778207,-0.0838956384346096,0.273842093990251,0.410814031753788,0.999339937233234
"169","FA_CGL",-0.258681146950653,-0.417440660829958,-0.0999216330713472,0.00109428494289827,0.330502512966284
"170","MD_CGL",0.0563952014173167,-0.110239196127131,0.223029598961764,0.444567455822183,0.999339937233234
"171","RD_CGL",0.151257631279427,-0.00873284067406815,0.311248103232922,0.0343509192910649,0.999339937233234
"172","AD_CGL",-0.143703740196598,-0.322207922655426,0.0348004422622289,0.107855102874099,0.999339937233234
"173","smt_fa_CGL",-0.00498277884458327,-0.178653756703939,0.168688199014772,0.939004867732052,0.999339937233234
"174","smt_long_CGL",0.0372968702034684,-0.137500679698557,0.212094420105494,0.635412441579763,0.999339937233234
"175","smt_md_CGL",0.0469486638967083,-0.123108812405863,0.21700614019928,0.549358726243443,0.999339937233234
"176","smt_trans_CGL",0.0502425983853806,-0.116711377580277,0.217196574351039,0.499133520600459,0.999339937233234
"177","smt_mc_intra_CGL",-0.0526890892976368,-0.223442551920136,0.118064373324863,0.520484741342413,0.999339937233234
"178","smt_mc_extramd_CGL",0.0449577480966475,-0.125875265657773,0.215790761851068,0.56288984985351,0.999339937233234
"179","smt_mc_extratrans_CGL",0.0744931373747761,-0.0913526018360769,0.240338876585629,0.368463261879029,0.999339937233234
"180","smt_mc_diff_CGL",-0.0264574234888371,-0.205803722858124,0.152888875880449,0.726346991189067,0.999339937233234
"181","awf_CGL",-0.131356359088593,-0.297604967101837,0.0348922489246503,0.081072024923654,0.999339937233234
"182","radEAD_CGL",0.0755558703106116,-0.0967765287985823,0.247888269419805,0.12809402029579,0.999339937233234
"183","v_intra_CGR",0.00205629602646036,-0.17504349970124,0.179156091754161,0.980141455061622,0.999339937233234
"184","v_extra_CGR",0.0342255581326137,-0.143312581441148,0.211763697706375,0.694541182376025,0.999339937233234
"185","v_csf_CGR",-0.0309160791382694,-0.210716956493281,0.148884798216742,0.618208863637933,0.999339937233234
"186","micro_Rd_CGR",0.0377731453874287,-0.133616081377646,0.209162372152503,0.607368195609541,0.999339937233234
"187","micro_FA_CGR",-0.00463085794825409,-0.182719983370332,0.173458267473824,0.949537386248909,0.999339937233234
"188","micro_Ax_CGR",0.0125255574041166,-0.167415045126631,0.192466159934864,0.857188915945774,0.999339937233234
"189","micro_ADC_CGR",0.0256508066685179,-0.150806740538176,0.202108353875212,0.739894519965646,0.999339937233234
"190","Dax_intra_CGR",0.0123280954464862,-0.167469337407784,0.192125528300757,0.863959765266762,0.999339937233234
"191","Dax_extra_CGR",0.0195511212147887,-0.160115212418373,0.19921745484795,0.788078170225262,0.999339937233234
"192","mk_CGR",0.0515821789453208,-0.123021169096085,0.226185526986727,0.644608226150163,0.999339937233234
"193","rk_CGR",-0.109024852703661,-0.27959176466188,0.0615420592545573,0.164137348626576,0.999339937233234
"194","ak_CGR",0.105077703964784,-0.0734951992572641,0.283650607186831,0.488076810023589,0.999339937233234
"195","FA_CGR",-0.251893679627904,-0.417371623660012,-0.0864157355957961,0.00127116351140878,0.330502512966284
"196","MD_CGR",-0.00253630579956747,-0.175458482738453,0.170385871139318,0.975196346182179,0.999339937233234
"197","RD_CGR",0.0957533311514663,-0.0716933994304798,0.263200061733412,0.188439903297112,0.999339937233234
"198","AD_CGR",-0.164955267953867,-0.344101323035847,0.0141907871281138,0.0923255529349496,0.999339937233234
"199","smt_fa_CGR",0.0114850394078904,-0.164866296671463,0.187836375487244,0.865772800002457,0.999339937233234
"200","smt_long_CGR",0.0109009573819749,-0.166006750038837,0.187808664802787,0.898372147975996,0.999339937233234
"201","smt_md_CGR",0.00931179821221357,-0.164709670406212,0.183333266830639,0.916006293084644,0.999339937233234
"202","smt_trans_CGR",-7.00252586960553e-05,-0.17165688545045,0.171516834933058,0.999339937233234,0.999339937233234
"203","smt_mc_intra_CGR",-0.00776814799677766,-0.182081249142902,0.166544953149347,0.933424923847143,0.999339937233234
"204","smt_mc_extramd_CGR",-0.0201615531546434,-0.196199370887495,0.155876264578208,0.83230121828069,0.999339937233234
"205","smt_mc_extratrans_CGR",0.00327986661308166,-0.168459441824903,0.175019175051066,0.974357235886348,0.999339937233234
"206","smt_mc_diff_CGR",-0.0350227437598258,-0.214378225265722,0.14433273774607,0.666218412372032,0.999339937233234
"207","awf_CGR",-0.0941599799395182,-0.265828047715398,0.0775080878363615,0.283293811791482,0.999339937233234
"208","radEAD_CGR",0.0553874302637946,-0.118201878711423,0.228976739239012,0.332495330890054,0.999339937233234
"209","v_intra_IFOFL",0.0484393625505125,-0.12767539276588,0.224554117866905,0.532469655580224,0.999339937233234
"210","v_extra_IFOFL",-0.0445897476582261,-0.221871317640954,0.132691822324501,0.616461951061992,0.999339937233234
"211","v_csf_IFOFL",-0.0239028394646823,-0.203604479500839,0.155798800571474,0.721154186351221,0.999339937233234
"212","micro_Rd_IFOFL",-0.0656703974143229,-0.228590712988375,0.0972499181597291,0.441699292149112,0.999339937233234
"213","micro_FA_IFOFL",0.0383256484223296,-0.138854169319477,0.215505466164136,0.593215486615765,0.999339937233234
"214","micro_Ax_IFOFL",0.0311136225600669,-0.14856451786269,0.210791762982824,0.657768767735432,0.999339937233234
"215","micro_ADC_IFOFL",-0.0191335130855375,-0.190524238660961,0.152257212489886,0.817078645472437,0.999339937233234
"216","Dax_intra_IFOFL",0.0192215269677727,-0.160294909881587,0.198737963817133,0.789279746962238,0.999339937233234
"217","Dax_extra_IFOFL",0.0178531680423424,-0.161175705261507,0.196882041346191,0.810250073437536,0.999339937233234
"218","mk_IFOFL",0.0695656757507167,-0.102820449991198,0.241951801492632,0.406654411874621,0.999339937233234
"219","rk_IFOFL",0.0437015409446046,-0.123407755510157,0.210810837399366,0.571164170644168,0.999339937233234
"220","ak_IFOFL",0.112557159364517,-0.0641971048172293,0.289311423546264,0.309409803321924,0.999339937233234
"221","FA_IFOFL",-0.0499046408995283,-0.204209149228975,0.104399867429919,0.50879831889565,0.999339937233234
"222","MD_IFOFL",-0.0530695443712356,-0.215768901110498,0.109629812368026,0.497666030772683,0.999339937233234
"223","RD_IFOFL",-0.0243678509973302,-0.18074726322711,0.13201156123245,0.744974265272137,0.999339937233234
"224","AD_IFOFL",-0.102165714330175,-0.279007419006978,0.0746759903466274,0.251794886909343,0.999339937233234
"225","smt_fa_IFOFL",0.0720669160834106,-0.104907111192894,0.249040943359715,0.228225492017376,0.999339937233234
"226","smt_long_IFOFL",-0.0203011286185526,-0.18947818813001,0.148875930892905,0.81014266025326,0.999339937233234
"227","smt_md_IFOFL",-0.041935661682486,-0.206699561815345,0.122828238450373,0.616251285222393,0.999339937233234
"228","smt_trans_IFOFL",-0.0598517709295682,-0.22854600922586,0.108842467366724,0.415034111606161,0.999339937233234
"229","smt_mc_intra_IFOFL",0.0531212610147874,-0.11902566171816,0.225268183747735,0.519564413332996,0.999339937233234
"230","smt_mc_extramd_IFOFL",-0.043025899735461,-0.209500929079339,0.123449129608417,0.597194966604658,0.999339937233234
"231","smt_mc_extratrans_IFOFL",-0.0486317674388149,-0.212995425441696,0.115731890564066,0.574568002465079,0.999339937233234
"232","smt_mc_diff_IFOFL",-0.00388047802984314,-0.182460597555192,0.174699641495506,0.959386070838597,0.999339937233234
"233","awf_IFOFL",0.00574302322652749,-0.161459006892063,0.172945053345118,0.941061966792196,0.999339937233234
"234","radEAD_IFOFL",-0.0302281193499873,-0.209871827545537,0.149415588845562,0.296999774571308,0.999339937233234
"235","v_intra_IFOFR",0.0484235787384589,-0.127774361404567,0.224621518881485,0.540418504844335,0.999339937233234
"236","v_extra_IFOFR",-0.0169260833907336,-0.194981038904325,0.161128872122858,0.843271575383399,0.999339937233234
"237","v_csf_IFOFR",-0.0252446141551352,-0.204858725859159,0.154369497548888,0.703254526359358,0.999339937233234
"238","micro_Rd_IFOFR",-0.0619425626313447,-0.225102811456544,0.101217686193855,0.426724305582021,0.999339937233234
"239","micro_FA_IFOFR",0.0344116511389332,-0.142403995020206,0.211227297298073,0.635423922693159,0.999339937233234
"240","micro_Ax_IFOFR",0.0129717058157422,-0.166783667460166,0.192727079091651,0.852847983836129,0.999339937233234
"241","micro_ADC_IFOFR",-0.037517927948573,-0.208053337931202,0.133017482034056,0.636879234393426,0.999339937233234
"242","Dax_intra_IFOFR",0.00132722708940245,-0.178293540310515,0.18094799448932,0.98517664551516,0.999339937233234
"243","Dax_extra_IFOFR",-0.00119671116723488,-0.180330097625076,0.177936675290606,0.986925539880871,0.999339937233234
"244","mk_IFOFR",0.0849630157098562,-0.0883032057835347,0.258229237203247,0.361547697084028,0.999339937233234
"245","rk_IFOFR",0.0390187321657093,-0.129929113964852,0.20796657829627,0.609846606714719,0.999339937233234
"246","ak_IFOFR",0.150017089454233,-0.0258758591588955,0.325910038067361,0.2409763236567,0.999339937233234
"247","FA_IFOFR",-0.0483026590464149,-0.205588389138541,0.108983071045712,0.521968103844332,0.999339937233234
