"","regions","est","ci_l","ci_h","p","pFDR"
"696","RD_AnteriorcoronaradiataL",-0.0580672524569419,-0.221731622909787,0.105597117995903,0.590975054151684,0.831932804502233
"697","RD_SuperiorcoronaradiataR",-0.044556365509634,-0.215468052254122,0.126355321234854,0.623362200153576,0.849296971388278
"698","RD_SuperiorcoronaradiataL",-0.0252855038918487,-0.195191364427751,0.144620356644053,0.79460200509542,0.935579334480634
"699","RD_PosteriorcoronaradiataR",0.0043591479522554,-0.166424666736939,0.17514296264145,0.959498744151225,0.985527200997892
"700","RD_PosteriorcoronaradiataL",-0.0397461525630375,-0.212174921237277,0.132682616111202,0.644547784614114,0.861762087963245
"701","RD_PosteriorthalamicradiationR",0.0820056368303278,-0.0851761381986508,0.249187411859306,0.34219017097831,0.697693764924126
"702","RD_PosteriorthalamicradiationL",0.0546451604607334,-0.110461912508218,0.219752233429684,0.501110174739009,0.797532123782533
"703","RD_SagittalstratumR",-0.107413169864442,-0.276577033468411,0.0617506937395271,0.201190255127466,0.593582596688126
"704","RD_SagittalstratumL",0.0111843848881599,-0.157871066214626,0.180239835990946,0.890776428053803,0.958352570871677
"705","RD_ExternalcapsuleR",-0.190581687437051,-0.358714753531033,-0.0224486213430698,0.00727188838754836,0.139199160689879
"706","RD_ExternalcapsuleL",-0.0744800516120607,-0.245062980678011,0.0961028774538901,0.562624674226422,0.825665241074523
"707","RD_CingulumcingulategyrusR",-0.183191242444886,-0.359271315170358,-0.00711116971941295,0.0248175097035879,0.276537965268551
"708","RD_CingulumcingulategyrusL",-0.126938972824671,-0.302221907650124,0.0483439620007825,0.143098618735238,0.510001473624595
"709","RD_CingulumhippocampusR",-0.272284806765903,-0.45268111795946,-0.0918884955723459,0.00153270611721597,0.0562593304201626
"710","RD_CingulumhippocampusL",-0.0968867231409127,-0.277631866954033,0.0838584206722071,0.372523497486521,0.712828995914132
"711","RD_Fornix_StriaterminalisR",0.145885765242441,-0.00964438522742447,0.301415915712307,0.107296858051595,0.469673199717266
"712","RD_Fornix_StriaterminalisL",0.200508195683573,0.0356337496228175,0.365382641744328,0.0770815639553938,0.425931205093671
"713","RD_SuperiorlongitudinalfasciculusR",0.00371850450188264,-0.171379268551573,0.178816277555338,0.967381849611921,0.986350121172939
"714","RD_SuperiorlongitudinalfasciculusL",0.0244153495599846,-0.15122060551745,0.200051304637419,0.827965070741649,0.939364007532344
"715","RD_SuperiorfrontooccipitalfasciculusR",-0.0128204204856895,-0.187418516534177,0.161777675562798,0.887506611435166,0.95813862549402
"716","RD_SuperiorfrontooccipitalfasciculusL",0.0460714918028545,-0.128358411202101,0.22050139480781,0.729434613502269,0.903109521478999
"717","RD_UncinatefasciculusR",-0.344793888138841,-0.525414836138237,-0.164172940139444,0.000283517001939544,0.0191743238374492
"718","RD_UncinatefasciculusL",-0.160445730212959,-0.342101593900182,0.021210133474264,0.105342540436803,0.466502517344846
"719","RD_TapetumR",0.243952501761217,0.079837308573465,0.408067694948969,0.00477641656049774,0.105182030075725
"720","RD_TapetumL",0.100048375081653,-0.069092269306309,0.269189019469616,0.264263908584797,0.657735274905655
"721","AD_Middlecerebellarpeduncle",-0.00551324761881415,-0.186049682927753,0.175023187690124,0.953548795620665,0.985527200997892
"722","AD_Pontine",-0.136094321120797,-0.31877135837895,0.0465827161373553,0.10712930704087,0.469673199717266
"723","AD_GenuCC",-0.3294406544135,-0.498556369475998,-0.160324939351003,2.75671438152506e-05,0.00357507472685952
"724","AD_BodyCC",-0.40145480387525,-0.569947046311928,-0.232962561438573,7.25752291856454e-09,9.05738860236854e-06
"725","AD_SpleniumCC",-0.153156232264073,-0.327255363565483,0.0209428990373366,0.0354680448204613,0.323095765955735
"726","AD_Fornix",0.0834047733847377,-0.0648517391757282,0.231661285945204,0.262597447382837,0.657735274905655
"727","AD_CorticospinaltractR",0.023157061474204,-0.159617278997292,0.2059314019457,0.785537664743459,0.929448603457794
"728","AD_CorticospinaltractL",0.0777943009788407,-0.105131282022444,0.260719883980125,0.413900355545097,0.737020478639548
"729","AD_MediallemniscusR",-0.0273396805574419,-0.210606794141989,0.155927433027105,0.749322192524633,0.910568740283099
"730","AD_MediallemniscusL",-0.0254459956835111,-0.208452352968781,0.157560361601759,0.781912881237635,0.929448603457794
"731","AD_InferiorcerebellarpeduncleR",-0.0897612062210911,-0.269814564740395,0.0902921522982124,0.326407726602874,0.688803116911953
"732","AD_InferiorcerebellarpeduncleL",-0.138012959894517,-0.320741372142034,0.0447154523529998,0.133262638390257,0.500118292657403
"733","AD_SuperiorcerebellarpeduncleR",-0.0416427873104682,-0.224765873294207,0.141480298673271,0.646197018748746,0.861762087963245
"734","AD_SuperiorcerebellarpeduncleL",-0.00188791029848597,-0.185122540439721,0.181346719842749,0.981130921715014,0.993777438590226
"735","AD_CerebralpeduncleR",0.14444085001516,-0.0361086213145105,0.324990321344831,0.0441687920341358,0.355816871100106
"736","AD_CerebralpeduncleL",0.111366485654986,-0.0677817829871476,0.290514754297119,0.150868688890986,0.515006214018564
"737","AD_AnteriorlimbofinternalcapsuleR",0.0613408452961772,-0.10830804786273,0.230989738455085,0.388444022134763,0.725947516157139
"738","AD_AnteriorlimbofinternalcapsuleL",0.0898371283775323,-0.0844067330593237,0.264080989814388,0.339675512353693,0.697693764924126
"739","AD_.PosteriorlimbofinternalcapsuleR",0.0841890969207091,-0.0966640935620694,0.265042287403488,0.27730057170888,0.667144276361848
"740","AD_PosteriorlimbofinternalcapsuleL",0.208079060985815,0.0284042579648114,0.387753864006819,0.0110820804759564,0.172143738399058
"741","AD_RetrolenticularpartofinternalcapsuleR",-0.05521618697883,-0.235375027736254,0.124942653778594,0.539024523497187,0.817921295634508
"742","AD_RetrolenticularpartofinternalcapsuleL",-0.00200242199109004,-0.183687501523762,0.179682657541582,0.983110059389113,0.993777438590226
"743","AD_AnteriorcoronaradiataR",-0.0730766853116671,-0.249472532743688,0.103319162120354,0.35255085235209,0.70510170470418
"744","AD_AnteriorcoronaradiataL",-0.037028405896923,-0.214744524920051,0.140687713126205,0.728992710856244,0.903109521478999
"745","AD_SuperiorcoronaradiataR",-0.117872092892386,-0.289471119654575,0.0537269338698039,0.134434623600991,0.500819135086676
"746","AD_SuperiorcoronaradiataL",-0.081882742860477,-0.253190463351124,0.0894249776301695,0.397512339480831,0.726937891114196
"747","AD_PosteriorcoronaradiataR",-0.0821755260882689,-0.245014083310886,0.0806630311343477,0.30026143765735,0.675182476029502
"748","AD_PosteriorcoronaradiataL",-0.0334579756478958,-0.201492391729625,0.134576440433834,0.689925922468002,0.88583081403299
"749","AD_PosteriorthalamicradiationR",-0.023065974607483,-0.206085882590727,0.159953933375761,0.800277609257567,0.935579334480634
"750","AD_PosteriorthalamicradiationL",-0.106296056970644,-0.288656924146236,0.0760648102049467,0.208008343283756,0.599113368597302
"751","AD_SagittalstratumR",-0.0209142225428034,-0.202182956292671,0.160354511207064,0.816928111421668,0.938772815081686
"752","AD_SagittalstratumL",-0.0388172722126294,-0.219681209271261,0.142046664846002,0.636435345459353,0.858030106742573
"753","AD_ExternalcapsuleR",-0.0591037581195301,-0.2361468570156,0.11793934077654,0.409787392600784,0.736127095458079
"754","AD_ExternalcapsuleL",0.0618641202118783,-0.115971933985656,0.239700174409412,0.596438046261612,0.834478342751672
"755","AD_CingulumcingulategyrusR",0.0491715144690354,-0.133639603367117,0.231982632305187,0.578164515464951,0.831727553519395
"756","AD_CingulumcingulategyrusL",-0.00119949483832059,-0.182076380541153,0.179677390864512,0.98937056856505,0.997362253286901
"757","AD_CingulumhippocampusR",-0.0323940366596545,-0.214138657776376,0.149350584457067,0.705327118797652,0.888890604411274
"758","AD_CingulumhippocampusL",0.118735019524645,-0.062093412431345,0.299563451480636,0.202454016908013,0.594453666655947
"759","AD_Fornix_StriaterminalisR",0.065323477046076,-0.117008711828839,0.247655665920991,0.487708237803928,0.784891032358031
"760","AD_Fornix_StriaterminalisL",0.0904729847150637,-0.0915399362588921,0.272485905689019,0.391873635621369,0.725947516157139
"761","AD_SuperiorlongitudinalfasciculusR",-0.250913714217975,-0.422794312047351,-0.0790331163885987,0.00234620571651397,0.0720970765481352
