"","tracts","est","ci_l","ci_h","p","pFDR"
"43","smt_fa_ATRR",0.0271456757648928,-0.150424718625549,0.204716070155335,0.786663409613461,0.966917947956164
"44","smt_long_ATRR",-0.0166171635599743,-0.192794803575292,0.159560476455343,0.841171105335661,0.980737611602116
"45","smt_md_ATRR",-0.0194273854538006,-0.187940814795573,0.149086043887972,0.807157228487481,0.966917947956164
"46","smt_trans_ATRR",-0.0299840066466407,-0.199963044923353,0.139995031630071,0.767254852768671,0.966917947956164
"47","smt_mc_intra_ATRR",0.097432578893753,-0.0796226684166251,0.274487826204131,0.270802097452898,0.786687657405068
"48","smt_mc_extramd_ATRR",-0.0196126301384814,-0.190178843849568,0.150953583572605,0.796139756442508,0.966917947956164
"49","smt_mc_extratrans_ATRR",-0.0656207362894423,-0.233943626181574,0.10270215360269,0.430244823959116,0.884297661892254
"50","smt_mc_diff_ATRR",0.057759363292041,-0.123132132355787,0.238650858939869,0.493882852868836,0.9107641044154
"51","awf_ATRR",0.0716908785026033,-0.102411028337263,0.24579278534247,0.394271847274289,0.872431321628213
"52","radEAD_ATRR",-0.0190197084903656,-0.159744589127574,0.121705172146843,0.734891436121619,0.966917947956164
"53","v_intra_CSTL",0.00326440654914026,-0.177443089710057,0.183971902808338,0.9739192158972,0.987263736173718
"54","v_extra_CSTL",-0.113153041970367,-0.292227175440346,0.065921091499611,0.17225888555113,0.751538873747432
"55","v_csf_CSTL",-0.0131499536885614,-0.192760977171069,0.166461069793946,0.904302211145251,0.985377541445192
"56","micro_Rd_CSTL",-0.0328798292525198,-0.209092020597564,0.143332362092525,0.718392168927051,0.966917947956164
"57","micro_FA_CSTL",-0.0162208783924089,-0.197289336982122,0.164847580197304,0.866347655097721,0.985377541445192
"58","micro_Ax_CSTL",-0.0856347963483321,-0.267883141886098,0.0966135491894335,0.468815975452249,0.901651218028642
"59","micro_ADC_CSTL",-0.0582581472343106,-0.240330883060297,0.123814588591676,0.586667688126995,0.955250448053141
"60","Dax_intra_CSTL",-0.0954588385646702,-0.27853863524915,0.0876209581198102,0.352880642818889,0.838146970809389
"61","Dax_extra_CSTL",-0.102326139164327,-0.285126116455269,0.080473838126614,0.347098844218041,0.838146970809389
"62","mk_CSTL",0.01731822841965,-0.161085263720178,0.195721720559478,0.830159987663657,0.975124957859892
"63","rk_CSTL",0.0466753662804582,-0.129736343183787,0.223087075744704,0.59418935734075,0.955250448053141
"64","ak_CSTL",-0.0333312893985753,-0.215982147185115,0.149319568387964,0.609487967759739,0.955250448053141
"65","FA_CSTL",0.0473178942106312,-0.126990034190106,0.221625822611368,0.589617097958451,0.955250448053141
"66","MD_CSTL",0.0340330387117109,-0.142411408516523,0.210477485939944,0.718772469365482,0.966917947956164
"67","RD_CSTL",-0.0112849477096107,-0.185217172552765,0.162647277133543,0.903313360770749,0.985377541445192
"68","AD_CSTL",0.101956966030561,-0.0785304964690508,0.282444428530173,0.245290868190785,0.765203889393516
"69","smt_fa_CSTL",0.0624475298774729,-0.11610724879859,0.241002308553535,0.422475059047754,0.882503885501808
"70","smt_long_CSTL",0.0116733376239779,-0.169682025124307,0.193028700372262,0.893309525405575,0.985377541445192
"71","smt_md_CSTL",-0.00634551005654007,-0.185501391141256,0.172810371028176,0.940437344703997,0.985377541445192
"72","smt_trans_CSTL",-0.0698332476955554,-0.245124466437556,0.105457971046446,0.386960246871536,0.859911659714524
"73","smt_mc_intra_CSTL",0.0612816368321458,-0.114677332888466,0.237240606552757,0.477093172642272,0.905432298445189
"74","smt_mc_extramd_CSTL",-0.0210519721466164,-0.200450448869761,0.158346504576528,0.791197263922058,0.966917947956164
"75","smt_mc_extratrans_CSTL",-0.0517283679420251,-0.226559474372987,0.123102738488937,0.534676900402408,0.932993249024335
